Genes	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10
ENSRNOG00000059365	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000056274	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000005433	3	2	5	1	5	1	1	2	1	2
ENSRNOG00000005621	6	15	7	4	6	16	11	10	12	10
ENSRNOG00000024647	307	303	290	264	236	290	308	274	366	249
ENSRNOG00000050475	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000057556	269	170	190	164	148	209	186	156	226	120
ENSRNOG00000055841	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000061726	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000006144	4	1	2	0	0	1	4	2	2	1
ENSRNOG00000059966	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000036454	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000053298	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000057018	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000060424	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000057913	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000032820	1	2	0	0	0	0	1	3	0	1
ENSRNOG00000051914	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000053654	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000032517	0	0	1	2	0	0	0	0	0	0
ENSRNOG00000061640	0	0	0	0	1	0	0	0	0	0
ENSRNOG00000060755	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000005652	2	3	2	0	3	2	1	2	2	1
ENSRNOG00000005954	2	1	0	3	1	0	0	1	2	0
ENSRNOG00000052240	0	0	0	0	0	0	0	0	1	0
ENSRNOG00000006432	79	37	26	27	32	44	37	42	35	30
ENSRNOG00000006534	203	128	165	134	119	136	128	160	147	111
ENSRNOG00000059651	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000006802	2	2	0	0	0	0	0	0	1	0
ENSRNOG00000053149	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000006806	4	5	5	9	4	5	5	2	6	2
ENSRNOG00000006813	96	70	71	51	60	74	83	76	92	65
ENSRNOG00000007104	197	114	122	89	83	165	136	119	202	104
ENSRNOG00000052718	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000007152	338	319	244	328	250	272	266	231	292	246
ENSRNOG00000055860	1290	1216	1308	1665	1444	1440	1395	1359	1373	1242
ENSRNOG00000055365	89	73	79	57	67	109	48	58	111	34
ENSRNOG00000058045	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000042732	1	0	0	0	0	0	0	0	0	0
ENSRNOG00000005662	1	1	0	0	0	0	0	0	0	0
ENSRNOG00000054987	0	0	0	1	0	0	0	0	0	0
ENSRNOG00000042804	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000059320	1	0	0	0	1	0	0	2	4	0
ENSRNOG00000052939	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000044997	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000059535	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054430	0	0	0	0	1	0	0	0	1	1
ENSRNOG00000005690	232	165	209	244	134	187	144	169	177	132
ENSRNOG00000005734	0	2	0	1	0	0	0	0	0	0
ENSRNOG00000005798	236	238	194	204	155	269	177	213	257	145
ENSRNOG00000005806	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000005907	8	3	0	3	2	0	4	5	7	1
ENSRNOG00000006509	57	27	37	47	16	54	51	51	65	27
ENSRNOG00000058067	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000060820	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000006941	46	35	37	36	38	35	36	57	57	30
ENSRNOG00000054180	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000007472	296	200	247	215	191	274	210	209	311	157
ENSRNOG00000059998	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000007727	1	1	2	0	1	0	0	2	2	0
ENSRNOG00000007881	118	96	86	67	67	86	78	89	95	46
ENSRNOG00000023077	4	2	6	2	2	2	2	3	2	3
ENSRNOG00000008142	116	91	86	60	63	106	79	74	130	63
ENSRNOG00000052140	20	16	5	13	4	8	6	13	3	10
ENSRNOG00000021781	105	103	103	62	74	107	117	92	105	60
ENSRNOG00000008597	83	55	62	52	52	53	50	52	63	44
ENSRNOG00000052674	14	5	10	9	8	9	5	13	18	9
ENSRNOG00000008994	450	432	440	469	379	453	408	434	450	339
ENSRNOG00000009032	2	5	1	3	1	2	0	3	3	2
ENSRNOG00000009084	12	27	18	10	26	22	14	19	13	14
ENSRNOG00000009153	0	0	1	0	1	0	2	2	0	0
ENSRNOG00000009175	77	47	58	61	41	55	50	51	83	47
ENSRNOG00000059787	2	0	2	0	0	0	4	1	0	0
ENSRNOG00000009204	2	2	0	4	1	0	0	1	1	0
ENSRNOG00000027376	53	35	24	33	41	42	35	30	34	32
ENSRNOG00000009414	135	106	117	95	65	103	85	81	138	68
ENSRNOG00000009863	4	2	0	0	2	1	0	2	7	0
ENSRNOG00000009934	215	158	162	157	106	151	123	163	184	108
ENSRNOG00000061085	13	9	8	9	4	9	2	11	16	7
ENSRNOG00000010177	0	0	0	0	3	0	0	1	1	0
ENSRNOG00000010184	281	227	219	291	224	253	204	184	235	181
ENSRNOG00000010258	48	74	41	65	47	62	52	64	64	61
ENSRNOG00000021817	11	11	6	7	12	7	13	10	9	1
ENSRNOG00000042482	473	316	401	327	281	431	327	360	374	254
ENSRNOG00000010349	15	14	22	10	12	24	21	14	20	16
ENSRNOG00000010628	20	25	24	21	7	20	19	12	31	11
ENSRNOG00000030269	143	111	150	126	118	209	252	94	281	152
ENSRNOG00000005697	0	0	0	0	0	0	0	0	1	0
ENSRNOG00000006527	0	2	1	0	0	1	0	2	1	2
ENSRNOG00000052522	3	3	3	2	2	6	4	4	5	4
ENSRNOG00000052299	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054089	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000007420	1	0	0	0	0	0	2	0	3	0
ENSRNOG00000007486	31	31	39	38	26	41	20	23	52	28
ENSRNOG00000007822	27	24	33	35	12	25	25	26	27	19
ENSRNOG00000007874	23	24	15	23	15	24	16	16	18	16
ENSRNOG00000041475	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000008157	8	6	3	7	3	4	6	1	3	4
ENSRNOG00000028826	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000007955	75	72	74	33	27	70	39	62	120	58
ENSRNOG00000053111	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000061303	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000008839	17	6	11	7	18	13	7	9	17	11
ENSRNOG00000060175	11	3	9	6	3	7	3	5	11	1
ENSRNOG00000052003	2	0	0	1	0	2	2	0	0	1
ENSRNOG00000009176	96	89	66	85	65	86	75	84	96	58
ENSRNOG00000010153	470	354	397	372	385	401	371	324	471	312
ENSRNOG00000055065	0	0	2	0	0	0	0	0	0	0
ENSRNOG00000010430	0	0	0	0	1	0	0	0	0	0
ENSRNOG00000050362	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000047055	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000010473	601	438	534	416	376	567	343	407	600	395
ENSRNOG00000059432	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000010746	6	8	2	5	7	5	3	2	5	3
ENSRNOG00000053438	0	0	1	0	0	0	0	0	2	0
ENSRNOG00000026176	1	0	0	0	0	0	0	0	0	0
ENSRNOG00000010919	7	8	18	13	8	12	16	15	13	1
ENSRNOG00000010952	20	10	13	11	5	7	16	19	19	11
ENSRNOG00000011144	0	0	1	3	1	0	0	0	0	0
ENSRNOG00000025251	1	1	0	1	0	1	2	0	0	0
ENSRNOG00000025209	310	238	268	212	219	225	150	226	334	207
ENSRNOG00000059964	7	9	3	8	8	19	8	20	16	8
ENSRNOG00000011614	167	150	124	128	104	174	127	142	169	93
ENSRNOG00000011606	2	5	4	2	2	7	5	4	6	5
ENSRNOG00000011653	325	253	236	212	123	224	184	230	263	154
ENSRNOG00000061987	0	0	1	0	0	1	0	0	1	0
ENSRNOG00000011791	2	3	2	3	0	2	3	2	6	2
ENSRNOG00000012297	243	250	215	243	216	255	214	214	263	153
ENSRNOG00000033439	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000061997	1	0	0	1	0	1	0	1	0	0
ENSRNOG00000012972	6	11	3	4	7	9	16	10	12	12
ENSRNOG00000013247	1	0	0	0	0	0	0	0	0	0
ENSRNOG00000047994	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000048952	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000048404	0	1	0	0	0	0	0	0	0	0
ENSRNOG00000050604	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000048689	0	1	0	0	0	1	0	0	0	0
ENSRNOG00000058836	1	1	0	0	0	0	0	0	0	0
ENSRNOG00000048761	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000013367	0	0	0	0	0	0	1	0	0	0
ENSRNOG00000050429	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000048539	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000052135	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000013379	101	87	80	92	59	78	67	88	123	89
ENSRNOG00000013526	26	22	14	4	12	19	9	5	9	8
ENSRNOG00000023465	189	197	142	138	98	300	140	162	239	141
ENSRNOG00000023340	1	1	0	0	0	3	1	0	1	1
ENSRNOG00000053237	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000023285	0	3	2	7	1	0	3	3	0	0
ENSRNOG00000061410	0	0	2	0	0	0	0	0	0	0
ENSRNOG00000013589	422	352	361	278	304	303	192	166	369	296
ENSRNOG00000052200	0	0	0	0	0	1	0	0	0	0
ENSRNOG00000049269	0	0	0	1	0	0	0	1	0	0
ENSRNOG00000043615	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000023065	17	19	23	16	7	29	19	21	23	14
ENSRNOG00000014552	0	0	0	1	0	0	0	0	0	0
ENSRNOG00000014562	57	61	48	42	54	49	39	35	57	45
ENSRNOG00000014578	0	0	0	1	0	1	2	0	2	0
ENSRNOG00000037266	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000031671	1	2	0	0	1	0	0	0	0	0
ENSRNOG00000054124	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000014713	20	16	10	16	23	13	10	14	16	14
ENSRNOG00000052131	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000030647	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000014751	23	26	21	29	15	27	24	18	37	12
ENSRNOG00000042507	0	0	0	0	0	0	1	0	0	1
ENSRNOG00000006576	73	56	71	34	54	56	50	63	86	53
ENSRNOG00000037251	5	3	8	4	4	6	11	3	10	5
ENSRNOG00000046940	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000051990	0	1	2	0	1	1	0	0	0	0
ENSRNOG00000006726	2	1	7	1	4	4	0	2	1	3
ENSRNOG00000006717	18	18	12	15	6	15	11	14	34	9
ENSRNOG00000007090	1558	1156	1153	1000	803	1353	1022	987	1424	977
ENSRNOG00000007340	16	21	12	21	17	27	7	18	16	13
ENSRNOG00000008031	5	0	5	2	0	0	1	1	1	0
ENSRNOG00000007508	13	8	13	7	4	41	40	22	18	7
ENSRNOG00000007990	189	161	167	208	151	180	180	143	191	119
ENSRNOG00000057063	0	0	1	0	0	0	0	2	0	2
ENSRNOG00000008168	17	6	9	9	9	16	5	2	7	7
ENSRNOG00000052822	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054613	1	0	0	0	0	0	0	0	0	0
ENSRNOG00000000021	11	8	9	13	4	13	12	6	22	6
ENSRNOG00000009264	599	535	469	477	400	528	445	385	543	398
ENSRNOG00000009742	45	33	35	22	25	23	17	24	33	21
ENSRNOG00000009956	2684	2369	2342	2284	1669	2497	2363	2732	2976	1743
ENSRNOG00000029083	1	0	2	0	0	0	0	0	0	0
ENSRNOG00000010282	2	2	2	4	2	4	6	0	7	2
ENSRNOG00000010344	1	0	2	1	0	0	1	0	0	0
ENSRNOG00000037206	27	34	15	24	14	20	22	32	32	25
ENSRNOG00000010591	369	338	374	335	327	423	335	360	398	293
ENSRNOG00000011153	22	23	16	9	3	16	17	14	33	10
ENSRNOG00000046851	5	4	4	4	0	4	6	0	4	2
ENSRNOG00000011338	25	8	13	21	15	16	22	20	24	14
ENSRNOG00000036453	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000011566	153	103	140	138	123	136	101	115	136	91
ENSRNOG00000042731	0	1	1	2	0	1	3	1	1	0
ENSRNOG00000011905	361	237	272	269	210	285	252	264	278	238
ENSRNOG00000048422	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000012394	180	159	167	140	130	200	171	156	183	116
ENSRNOG00000012439	4	6	3	3	5	12	4	11	3	1
ENSRNOG00000053203	609	544	503	386	337	438	384	406	465	310
ENSRNOG00000049982	68	39	52	31	56	56	53	51	53	30
ENSRNOG00000048169	304	199	207	173	174	372	211	247	367	209
ENSRNOG00000037198	30	14	29	17	13	15	9	3	30	22
ENSRNOG00000012876	1	0	1	0	0	1	0	3	0	2
ENSRNOG00000013547	0	2	3	1	1	0	2	0	0	0
ENSRNOG00000014083	13	13	10	18	7	9	10	20	15	11
ENSRNOG00000033245	1	1	0	0	0	0	1	0	0	0
ENSRNOG00000028896	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000037188	0	0	2	0	0	1	0	0	0	0
ENSRNOG00000045772	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000042228	0	0	0	1	0	0	0	0	0	0
ENSRNOG00000050763	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000014918	0	0	1	0	0	0	0	0	0	0
ENSRNOG00000059373	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000015191	62	41	47	31	33	42	26	51	96	42
ENSRNOG00000061170	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000057550	0	0	0	0	0	0	0	0	1	0
ENSRNOG00000023814	0	0	0	0	0	0	0	2	0	0
ENSRNOG00000015505	25	51	25	33	24	42	36	69	72	27
ENSRNOG00000055353	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000015478	0	0	0	0	0	0	1	2	0	0
ENSRNOG00000015411	1	1	2	6	1	3	1	5	5	2
ENSRNOG00000008376	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000015331	0	0	0	0	1	0	0	0	0	0
ENSRNOG00000022950	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000008368	0	0	1	0	0	2	0	0	0	1
ENSRNOG00000009000	461	310	390	420	401	423	322	326	437	367
ENSRNOG00000009211	14	11	12	14	4	6	4	8	6	4
ENSRNOG00000053906	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000009236	217	138	128	157	116	162	140	142	161	118
ENSRNOG00000030870	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000049298	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000030012	2	2	3	0	1	0	0	0	1	0
ENSRNOG00000010018	7	11	7	8	15	15	8	12	10	3
ENSRNOG00000042139	11	9	5	7	9	11	4	13	14	3
ENSRNOG00000010045	59	30	34	26	28	34	32	76	60	43
ENSRNOG00000027655	1	0	1	0	0	0	0	1	1	2
ENSRNOG00000010057	0	0	0	0	1	0	0	0	0	0
ENSRNOG00000010181	1	0	1	0	0	1	3	2	0	1
ENSRNOG00000061394	0	0	0	0	0	0	0	0	0	1
ENSRNOG00000028538	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000010407	0	0	1	0	0	0	0	0	0	0
ENSRNOG00000053503	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000049200	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000037155	3	5	2	2	4	6	2	0	7	1
ENSRNOG00000057743	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000033494	7	1	2	3	2	4	1	1	5	3
ENSRNOG00000054974	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000061810	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000010253	89	65	29	28	33	43	51	41	95	29
ENSRNOG00000042494	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054781	0	2	0	1	0	0	0	0	1	1
ENSRNOG00000049203	1	0	0	0	0	0	0	0	0	0
ENSRNOG00000022022	0	1	0	0	0	0	1	1	0	0
ENSRNOG00000011156	2	0	0	0	0	0	0	0	0	0
ENSRNOG00000033956	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000011718	5	6	2	4	5	2	1	2	6	2
ENSRNOG00000011796	328	265	283	234	222	334	227	275	455	220
ENSRNOG00000011971	123	110	108	94	77	115	91	114	171	105
ENSRNOG00000012269	193	178	153	145	157	181	215	220	231	169
ENSRNOG00000012828	60	55	56	66	58	94	87	77	109	55
ENSRNOG00000012999	368	296	288	282	266	309	250	282	331	246
ENSRNOG00000052563	37	6	21	14	33	22	12	26	32	13
ENSRNOG00000035577	1	4	5	8	6	6	10	7	2	6
ENSRNOG00000035587	12	35	14	129	105	41	75	34	39	46
ENSRNOG00000014294	8	8	2	1	5	13	6	3	20	6
ENSRNOG00000025810	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054975	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000060594	0	2	0	1	0	0	0	0	1	0
ENSRNOG00000013141	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000026309	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000015125	0	0	0	0	0	0	0	0	1	0
ENSRNOG00000015290	17	10	4	7	2	16	10	9	12	6
ENSRNOG00000015409	108	66	96	81	55	103	77	65	102	81
ENSRNOG00000015529	3	1	1	3	3	0	2	3	4	0
ENSRNOG00000015541	313	238	259	228	235	260	210	233	248	211
ENSRNOG00000016071	36	34	22	21	11	21	22	23	38	5
ENSRNOG00000047447	1	0	0	1	0	0	0	0	2	1
ENSRNOG00000016143	2	1	4	0	0	2	1	2	2	1
ENSRNOG00000016294	50	37	40	30	25	39	28	38	57	36
ENSRNOG00000040249	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000021334	1	1	0	0	0	2	0	1	0	0
ENSRNOG00000060098	99	88	86	103	82	115	90	138	189	70
ENSRNOG00000060308	0	1	0	0	0	0	0	1	1	0
ENSRNOG00000016589	368	371	363	578	470	325	343	410	375	308
ENSRNOG00000056433	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000016778	268	234	227	215	183	240	228	218	291	167
ENSRNOG00000057090	2	1	0	0	0	1	0	0	0	0
ENSRNOG00000017052	3	1	2	1	3	1	0	1	1	4
ENSRNOG00000017066	87	72	85	67	77	93	62	84	77	61
ENSRNOG00000023363	91	52	68	50	60	78	53	72	68	47
ENSRNOG00000017399	2	1	1	1	0	0	0	1	2	0
ENSRNOG00000021401	3	2	0	2	2	1	3	2	2	1
ENSRNOG00000018309	1053	778	901	752	548	936	629	664	993	646
ENSRNOG00000053614	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054983	3	8	7	14	10	5	9	6	8	5
ENSRNOG00000018453	4	0	1	4	3	2	6	2	0	1
ENSRNOG00000018533	31	27	28	25	14	26	18	25	26	9
ENSRNOG00000018630	61	20	39	27	26	52	35	26	34	20
ENSRNOG00000055300	22	20	20	16	14	28	19	19	26	13
ENSRNOG00000060559	17	11	10	7	9	3	8	15	21	8
ENSRNOG00000019165	417	340	303	364	289	397	319	318	393	254
ENSRNOG00000050747	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000019219	190	238	179	172	134	153	123	150	145	95
ENSRNOG00000027552	23	20	26	12	14	18	7	23	24	12
ENSRNOG00000027466	7	3	9	3	0	2	4	1	1	1
ENSRNOG00000056448	0	1	0	0	0	0	0	1	0	0
ENSRNOG00000059598	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000031707	1	0	1	0	0	0	0	1	0	0
ENSRNOG00000019264	115	113	70	94	74	99	88	70	125	49
ENSRNOG00000019368	2	8	6	8	7	6	6	6	8	1
ENSRNOG00000031312	120	145	74	95	83	102	51	107	118	54
ENSRNOG00000019528	6	2	2	2	1	2	3	3	3	4
ENSRNOG00000057183	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000019556	62	49	41	34	31	51	45	43	87	41
ENSRNOG00000019689	414	368	375	174	175	358	282	299	552	191
ENSRNOG00000023561	9	7	3	4	5	5	2	0	7	3
ENSRNOG00000058014	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000019716	3	3	1	2	2	4	7	2	6	1
ENSRNOG00000057403	0	0	0	0	0	0	1	1	0	0
ENSRNOG00000019719	7	10	2	2	1	16	4	0	5	3
ENSRNOG00000019750	4	2	1	1	0	2	0	0	3	0
ENSRNOG00000052486	5	1	0	0	0	5	0	1	3	0
ENSRNOG00000053096	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000061684	1681	1222	1347	1209	990	1396	1078	1194	1352	970
ENSRNOG00000059227	3	2	1	1	0	0	0	1	0	0
ENSRNOG00000053178	0	0	0	0	0	1	1	0	0	0
ENSRNOG00000059878	7	5	6	5	4	4	6	11	15	5
ENSRNOG00000055036	54	18	32	19	16	41	30	30	33	10
ENSRNOG00000053662	0	1	0	0	0	0	0	0	0	0
ENSRNOG00000052205	11	4	1	3	2	4	1	3	4	4
ENSRNOG00000051816	58	45	44	58	44	55	51	45	62	39
ENSRNOG00000057710	592	404	527	492	360	581	378	483	683	453
ENSRNOG00000055109	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000060689	23	22	19	28	24	22	19	24	25	17
ENSRNOG00000053449	0	0	0	0	0	1	0	0	0	0
ENSRNOG00000058192	0	1	0	0	2	0	0	2	1	1
ENSRNOG00000053804	1	1	0	2	0	2	1	4	0	1
ENSRNOG00000061632	3	0	0	0	0	1	0	1	0	0
ENSRNOG00000061413	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000059103	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054360	8	3	8	2	4	10	3	8	17	5
ENSRNOG00000051620	363	339	355	397	299	409	291	344	332	319
ENSRNOG00000050153	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000030159	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000046441	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000031180	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000050269	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055644	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000057585	0	0	0	0	0	0	1	0	0	0
ENSRNOG00000058933	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000056752	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000005608	26	13	17	4	10	12	10	8	14	3
ENSRNOG00000005767	46	32	46	28	25	45	28	35	35	25
ENSRNOG00000028517	0	1	0	0	1	1	0	0	1	0
ENSRNOG00000005936	3	7	2	2	3	4	3	6	8	5
ENSRNOG00000028279	0	0	0	0	0	1	0	0	0	2
ENSRNOG00000042939	1	0	3	4	0	5	1	2	4	0
ENSRNOG00000006264	6	6	4	7	2	8	5	4	4	7
ENSRNOG00000006444	679	511	523	557	461	564	494	441	525	469
ENSRNOG00000006709	2	1	6	1	1	1	0	0	4	0
ENSRNOG00000045951	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000007247	3	1	0	1	1	1	0	1	0	0
ENSRNOG00000007310	3	1	1	4	2	3	1	1	4	3
ENSRNOG00000030522	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000037076	0	0	0	0	0	0	0	0	0	1
ENSRNOG00000007866	1	0	0	0	0	0	1	2	2	0
ENSRNOG00000048726	0	0	0	0	0	2	0	0	0	0
ENSRNOG00000059890	0	0	0	0	1	0	0	0	0	0
ENSRNOG00000027063	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055966	2	4	1	2	0	3	0	2	1	1
ENSRNOG00000030902	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000007811	0	0	0	1	0	0	0	0	3	3
ENSRNOG00000046046	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000060202	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000048253	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000057410	0	0	0	0	0	0	0	0	0	2
ENSRNOG00000061757	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000061420	0	0	1	0	0	1	1	1	0	0
ENSRNOG00000052128	0	0	0	0	0	0	0	0	1	0
ENSRNOG00000057002	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000059538	189	146	156	99	104	130	97	112	184	102
ENSRNOG00000057273	0	0	0	2	0	0	0	0	1	0
ENSRNOG00000056783	2	0	3	1	1	7	3	3	12	5
ENSRNOG00000057254	0	0	0	0	1	0	1	1	0	0
ENSRNOG00000054860	2	1	2	0	0	0	1	0	5	1
ENSRNOG00000058457	5	4	2	4	5	1	2	4	8	5
ENSRNOG00000053638	1	0	0	0	0	0	0	0	0	0
ENSRNOG00000057335	0	0	2	0	0	1	1	1	1	0
ENSRNOG00000051690	11	15	10	9	7	11	7	10	12	10
ENSRNOG00000060460	20	28	23	13	18	17	9	8	23	7
ENSRNOG00000054251	7	5	2	3	6	6	1	2	2	1
ENSRNOG00000056219	1	1	2	0	0	3	0	2	1	2
ENSRNOG00000058653	0	2	0	0	0	1	0	0	1	0
ENSRNOG00000053362	406	236	288	255	161	250	161	182	208	138
ENSRNOG00000058714	0	1	0	0	0	1	0	2	1	0
ENSRNOG00000060246	251	224	198	131	113	125	79	134	176	100
ENSRNOG00000061739	5	3	5	0	2	1	2	1	3	3
ENSRNOG00000052467	2	0	1	0	1	1	1	3	1	0
ENSRNOG00000055196	0	0	0	0	0	0	0	0	0	1
ENSRNOG00000052803	0	1	1	2	2	0	1	1	1	1
ENSRNOG00000055662	1	3	0	1	0	4	0	0	0	0
ENSRNOG00000057643	0	0	1	1	1	1	0	0	0	2
ENSRNOG00000059182	0	0	0	0	0	0	0	1	0	0
ENSRNOG00000053656	0	0	0	0	0	0	0	0	2	0
ENSRNOG00000061895	2	2	2	0	1	2	0	2	1	3
ENSRNOG00000054007	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000060668	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055455	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054265	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000058993	2	0	1	0	3	1	0	0	1	1
ENSRNOG00000053661	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000051661	1	0	0	0	0	0	0	0	0	0
ENSRNOG00000056529	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000060241	0	0	0	0	0	0	2	0	0	0
ENSRNOG00000060613	0	0	0	0	0	0	0	0	1	0
ENSRNOG00000053772	2	0	0	0	0	0	0	0	0	0
ENSRNOG00000053337	2	0	0	0	0	0	0	1	0	0
ENSRNOG00000051600	0	0	0	0	1	0	0	0	0	0
ENSRNOG00000051447	0	0	0	0	0	1	0	0	0	0
ENSRNOG00000051489	1	0	0	0	1	0	0	0	0	0
ENSRNOG00000061664	0	0	0	0	0	0	0	1	1	0
ENSRNOG00000058775	2	0	1	0	1	0	0	0	0	0
ENSRNOG00000062297	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000057069	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000031515	10	4	10	5	3	7	5	10	14	4
ENSRNOG00000059706	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000051961	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000010316	6	2	4	3	2	4	6	4	10	3
ENSRNOG00000010347	0	0	0	0	0	0	0	0	0	1
ENSRNOG00000005480	166	150	136	170	131	145	145	142	198	103
ENSRNOG00000051714	4	17	5	6	6	13	11	17	10	14
ENSRNOG00000024508	0	1	0	2	1	1	0	0	0	0
